"talk_id","title","speaker_1","first occupation","second occupation","recorded_date","published_date","event","native_lang","url.x","num_speakers","num_lang","comments","duration_ted","languages","num_speaker","view_ted","view_yt","categories","duration_yt","dislike_count","like_count","average_rating"
704,"The fight against sex slavery","Sunitha Krishnan","anti-trafficking crusader",NA,2009-11-05,2009-12-07,"TEDIndia 2009","en","https://www.ted.com/talks/sunitha_krishnan_the_fight_against_sex_slavery/",1,33,552,762,33,1,2543750,481277,"People & Blogs",792,54,3076,4.93099021912
709,"How low-cost eye care can be world-class","Thulasiraj Ravilla","vision activist",NA,2009-11-05,2009-12-09,"TEDIndia 2009","en","https://www.ted.com/talks/thulasiraj_ravilla_how_low_cost_eye_care_can_be_world_class/",1,22,64,1047,22,1,297107,33996,"Science & Technology",1199,15,224,4.74895381927
708,"The art of the interview","Marc Pachter","cultural historian",NA,2008-01-09,2009-12-09,"EG 2008","en","https://www.ted.com/talks/marc_pachter_the_art_of_the_interview/",1,23,56,1254,23,1,716979,80664,"People & Blogs",1255,60,425,4.50515460968
710,"Pop culture in the Arab world","Shereen El Feki","arab sexuality expert",NA,2009-07-12,2009-12-11,"TEDGlobal 2009","en","https://www.ted.com/talks/shereen_el_feki_pop_culture_in_the_arab_world/",1,34,171,305,33,1,483137,47178,"Entertainment",458,205,353,3.53046584129
712,"The intricate economics of terrorism","Loretta Napoleoni","macroeconomist",NA,2009-07-15,2009-12-14,"TEDGlobal 2009","en","https://www.ted.com/talks/loretta_napoleoni_the_intricate_economics_of_terrorism/",1,28,97,944,28,1,639995,46313,"News & Politics",1097,35,476,4.72602748871
714,"How to make a splash in social media","Alexis Ohanian","entrepreneur",NA,2009-11-05,2009-12-15,"TEDIndia 2009","en","https://www.ted.com/talks/alexis_ohanian_how_to_make_a_splash_in_social_media/",1,40,174,266,38,1,2066733,132512,"Howto & Style",337,49,979,4.80933856964
713,"Photographing the hidden story","Ryan Lobo","photographer",NA,2009-11-06,2009-12-15,"TEDIndia 2009","en","https://www.ted.com/talks/ryan_lobo_photographing_the_hidden_story/",1,25,96,680,24,1,541603,29302,"People & Blogs",711,32,267,4.57190656662
716,"Metaphorically speaking","James Geary","aphorist",NA,2009-07-24,2009-12-17,"TEDGlobal 2009","en","https://www.ted.com/talks/james_geary_metaphorically_speaking/",1,29,115,570,29,1,819664,80043,"Entertainment",645,65,823,4.70720720291
717,"A new way to fight corruption","Shaffi Mather","social entrepreneur","lawyer",2009-11-05,2009-12-21,"TEDIndia 2009","en","https://www.ted.com/talks/shaffi_mather_a_new_way_to_fight_corruption/",1,23,140,641,23,1,497172,41099,"Nonprofits & Activism",793,26,346,4.72042989731
718,"Fusion is energy's future","Steven Cowley","physicist",NA,2009-07-22,2009-12-22,"TEDGlobal 2009","en","https://www.ted.com/talks/steven_cowley_fusion_is_energy_s_future/",1,30,184,594,29,1,706235,106244,"Science & Technology",747,43,992,4.83381652832
719,"My message of peace from Pakistan","Asher Hasan","social entrepreneur",NA,2009-11-06,2009-12-23,"TEDIndia 2009","en","https://www.ted.com/talks/asher_hasan_my_message_of_peace_from_pakistan/",1,33,168,268,33,1,415223,33053,"Nonprofits & Activism",299,43,235,4.38129472733
723,"My solar-powered adventure","Bertrand Piccard","solar adventurer",NA,2009-07-24,2010-01-01,"TEDGlobal 2009","en","https://www.ted.com/talks/bertrand_piccard_my_solar_powered_adventure/",1,26,93,1066,26,1,778978,44727,"Science & Technology",1219,37,445,4.69294595718
724,"The neurons that shaped civilization","Vilayanur Ramachandran","brain expert",NA,2009-11-05,2010-01-04,"TEDIndia 2009","en","https://www.ted.com/talks/vilayanur_ramachandran_the_neurons_that_shaped_civilization/",1,41,380,463,41,1,1939385,225193,"Science & Technology",615,45,2198,4.91975021362
726,"Exposing the invisible","Nick Veasey","x-ray visionary",NA,2009-07-24,2010-01-05,"TEDGlobal 2009","en","https://www.ted.com/talks/nick_veasey_exposing_the_invisible/",1,22,58,798,20,1,1780196,51248,"Entertainment",950,52,476,4.60606050491
727,"How to live to be 100+","Dan Buettner","longevity coach","explorer",2009-09-02,2010-01-06,"TEDxTC","en","https://www.ted.com/talks/dan_buettner_how_to_live_to_be_100/",1,32,304,1179,32,1,3157446,550450,"Science & Technology",1331,139,3601,4.85133695602
728,"The real danger lurking in the water","Romulus Whitaker","herpetologist",NA,2009-11-05,2010-01-07,"TEDIndia 2009","en","https://www.ted.com/talks/romulus_whitaker_the_real_danger_lurking_in_the_water/",1,24,42,1038,23,1,397719,41607,"Pets & Animals",1191,23,378,4.77057361603
729,"An all-star set","Herbie Hancock","jazz legend",NA,2009-02-06,2010-01-08,"TED2009","en","https://www.ted.com/talks/herbie_hancock_an_all_star_set/",1,32,74,1505,31,1,652315,161530,"Music",1657,79,940,4.68989181519
735,"Kids, take charge","Kiran Sethi","educator",NA,2009-11-06,2010-01-12,"TEDIndia 2009","en","https://www.ted.com/talks/kiran_sethi_kids_take_charge/",1,36,277,572,36,1,1417163,65554,"Nonprofits & Activism",724,12,445,4.89496707916
736,"Making maps to fight disaster, build economies","Lalitesh Katragadda","engineer",NA,2009-11-09,2010-01-13,"TEDIndia 2009","en","https://www.ted.com/talks/lalitesh_katragadda_making_maps_to_fight_disaster_build_economies/",1,50,43,174,48,1,359942,31318,"Science & Technology",326,34,178,4.35849046707
738,"All things are Moleeds","Charles Fleischer","comedian","voice artist",2005-03-03,2010-01-15,"TED2005","en","https://www.ted.com/talks/charles_fleischer_all_things_are_moleeds/",1,20,120,1083,20,1,1055904,58220,"Comedy",1100,93,715,4.53960418701
741,"How I held my breath for 17 minutes","David Blaine","illusionist","endurance artist",2009-10-27,2010-01-19,"TEDMED 2009","en","https://www.ted.com/talks/david_blaine_how_i_held_my_breath_for_17_minutes/",1,34,296,1219,34,1,15601385,11160827,"Science & Technology",1219,3860,116632,4.8718585968
743,"10 young Indian artists to watch","Ravin Agrawal","investor",NA,2009-11-06,2010-01-20,"TEDIndia 2009","en","https://www.ted.com/talks/ravin_agrawal_10_young_indian_artists_to_watch/",1,25,35,394,24,1,437800,25330,"Entertainment",546,36,168,4.29411745071
744,"Growing new organs","Anthony Atala","surgeon",NA,2009-10-21,2010-01-21,"TEDMED 2009","en","https://www.ted.com/talks/anthony_atala_growing_new_organs/",1,33,151,1072,33,1,1705132,274649,"Science & Technology",1072,54,2087,4.89911270142
748,"Your health depends on where you live","Bill Davenhall","health and human services expert",NA,2009-10-25,2010-01-25,"TEDMED 2009","en","https://www.ted.com/talks/bill_davenhall_your_health_depends_on_where_you_live/",1,34,111,565,33,1,761716,57120,"Science & Technology",565,51,445,4.58870983124
750,"Building a theater that remakes itself","Joshua Prince-Ramus","architect",NA,2009-10-10,2010-01-26,"TEDxSMU","en","https://www.ted.com/talks/joshua_prince_ramus_building_a_theater_that_remakes_itself/",1,22,37,1122,22,1,717531,41884,"Science & Technology",1138,26,300,4.68098163605
751,"Embrace your inner girl","Eve Ensler","playwright","activist",2009-11-06,2010-01-27,"TEDIndia 2009","en","https://www.ted.com/talks/eve_ensler_embrace_your_inner_girl/",1,27,472,1194,27,1,1224278,164344,"People & Blogs",1225,437,1909,4.25490188599
752,"A warm embrace that saves lives","Jane Chen","social entrepreneur",NA,2009-11-05,2010-01-28,"TEDIndia 2009","en","https://www.ted.com/talks/jane_chen_a_warm_embrace_that_saves_lives/",1,42,144,286,40,1,702550,61785,"Science & Technology",438,39,544,4.73241853714
755,"Weird, or just different?","Derek Sivers","entrepreneur",NA,2009-11-06,2010-01-29,"TEDIndia 2009","en","https://www.ted.com/talks/derek_sivers_weird_or_just_different/",1,70,238,162,69,1,2835976,326321,"Entertainment",192,90,2282,4.84822940826
757,"Solving social problems with a nudge","Sendhil Mullainathan","behavioral economist",NA,2009-11-04,2010-02-01,"TEDIndia 2009","en","https://www.ted.com/talks/sendhil_mullainathan_solving_social_problems_with_a_nudge/",1,23,113,1081,23,1,495585,47799,"Science & Technology",1233,34,353,4.6485786438
759,"The big idea my brother inspired","Jamie Heywood","healthcare revolutionary",NA,2009-10-10,2010-02-02,"TEDMED 2009","en","https://www.ted.com/talks/jamie_heywood_the_big_idea_my_brother_inspired/",1,21,95,1014,21,1,528451,41080,"Science & Technology",1015,29,428,4.74617052078
760,"A lab the size of a postage stamp","George Whitesides","chemist",NA,2009-07-28,2010-02-03,"TEDxBoston 2009","en","https://www.ted.com/talks/george_whitesides_a_lab_the_size_of_a_postage_stamp/",1,20,68,976,20,1,496827,29750,"Science & Technology",1006,15,402,4.85611534119
761,"A new strategy in the war on cancer","David Agus","cancer doctor",NA,2009-10-10,2010-02-04,"TEDMED 2009","en","https://www.ted.com/talks/david_agus_a_new_strategy_in_the_war_on_cancer/",1,23,171,1424,23,1,696319,66010,"Science & Technology",1424,59,508,4.58377408981
763,"How to expose the corrupt","Peter Eigen","founder","transparency international",2009-11-30,2010-02-08,"TEDxBerlin","en","https://www.ted.com/talks/peter_eigen_how_to_expose_the_corrupt/",1,26,196,1021,26,1,741625,38597,"Nonprofits & Activism",973,33,668,4.81169748306
765,"Teach every child about food","Jamie Oliver","chef","activist",2010-02-20,2010-02-11,"TED2010","en","https://www.ted.com/talks/jamie_oliver_teach_every_child_about_food/",1,50,1137,1313,49,1,7638978,1149737,"Nonprofits & Activism",1313,1132,12373,4.66471672058
766,"Augmented-reality maps","Blaise Ag¨¹era y Arcas","software architect",NA,2010-02-11,2010-02-13,"TED2010","en","https://www.ted.com/talks/blaise_aguera_y_arcas_augmented_reality_maps/",1,28,209,465,28,1,1718568,40629,"Science & Technology",622,177,545,4.01939058304
768,"The next age of government","David Cameron","politician",NA,2010-02-10,2010-02-15,"TED2010","en","https://www.ted.com/talks/david_cameron_the_next_age_of_government/",1,29,250,839,29,1,656762,93088,"Science & Technology",873,300,825,3.93333339691
769,"The opportunity of adversity","Aimee Mullins","athlete and actor",NA,2009-10-10,2010-02-17,"TEDMED 2009","en","https://www.ted.com/talks/aimee_mullins_the_opportunity_of_adversity/",1,33,266,1318,33,1,2054164,448970,"Science & Technology",1318,210,2926,4.73214292526
767,"Innovating to zero!","Bill Gates","philanthropist",NA,2010-02-12,2010-02-18,"TED2010","en","https://www.ted.com/talks/bill_gates_innovating_to_zero/",1,38,948,1669,38,1,4329332,1815262,"Science & Technology",1772,1355,12281,4.60252285004
770,"Technology's epic story","Kevin Kelly","digital visionary",NA,2009-11-20,2010-02-19,"TEDxAmsterdam","en","https://www.ted.com/talks/kevin_kelly_technology_s_epic_story/",1,23,142,992,22,1,540897,58259,"Science & Technology",1023,78,602,4.54117631912
771,"Four ways to fix a broken legal system","Philip K. Howard","legal activist",NA,2010-02-13,2010-02-21,"TED2010","en","https://www.ted.com/talks/philip_k_howard_four_ways_to_fix_a_broken_legal_system/",1,24,277,1101,24,1,610454,50557,"Nonprofits & Activism",1135,46,929,4.8112821579
772,"The wireless future of medicine","Eric Topol","cardiologist and geneticist",NA,2009-10-10,2010-02-23,"TEDMED 2009","en","https://www.ted.com/talks/eric_topol_the_wireless_future_of_medicine/",1,23,110,1018,23,1,710710,40744,"Science & Technology",1019,30,356,4.68911933899
773,"The world needs all kinds of minds","Temple Grandin","livestock handling designer","autism activist",2010-02-10,2010-02-24,"TED2010","en","https://www.ted.com/talks/temple_grandin_the_world_needs_all_kinds_of_minds/",1,37,383,1183,37,1,4375111,617934,"Science & Technology",1214,94,6170,4.93997430801
776,"How brains learn to see","Pawan Sinha","visual neuroscientist",NA,2009-11-05,2010-02-25,"TEDIndia 2009","en","https://www.ted.com/talks/pawan_sinha_how_brains_learn_to_see/",1,31,68,1103,30,1,840223,52063,"Science & Technology",1133,15,553,4.89436626434
777,"My 5 lives as an artist","Raghava KK","artist",NA,2010-02-12,2010-02-26,"TED2010","en","https://www.ted.com/talks/raghava_kk_my_5_lives_as_an_artist/",1,25,189,1075,25,1,674090,71634,"Entertainment",1104,42,911,4.82371473312
779,"The riddle of experience vs. memory","Daniel Kahneman","behavioral economics founder",NA,2010-02-10,2010-03-01,"TED2010","en","https://www.ted.com/talks/daniel_kahneman_the_riddle_of_experience_vs_memory/",1,39,425,1206,38,1,3841631,646426,"Science & Technology",1237,120,5507,4.91469717026
780,"The rise of cricket, the rise of India","Harsha Bhogle","cricket commentator",NA,2009-11-11,2010-03-02,"TEDIndia 2009","en","https://www.ted.com/talks/harsha_bhogle_the_rise_of_cricket_the_rise_of_india/",1,22,90,1019,20,1,567000,178650,"Sports",1049,91,1293,4.73699426651
783,"Is Pivot a turning point for web exploration?","Gary Flake","technologist",NA,2010-02-02,2010-03-03,"TED2010","en","https://www.ted.com/talks/gary_flake_is_pivot_a_turning_point_for_web_exploration/",1,24,112,385,24,1,654080,56592,"Science & Technology",414,42,535,4.70883893967
785,"Before Avatar ... a curious boy","James Cameron","director",NA,2010-02-12,2010-03-04,"TED2010","en","https://www.ted.com/talks/james_cameron_before_avatar_a_curious_boy/",1,36,197,1028,36,1,1890066,277287,"Entertainment",1056,114,2873,4.84733867645
786,"In the Internet age, dance evolves ...","The LXD","dance adventurers",NA,2010-02-02,2010-03-05,"TED2010","en","https://www.ted.com/talks/the_lxd_in_the_internet_age_dance_evolves/",1,28,216,1008,26,1,2797058,1241246,"Music",1050,210,9225,4.91096973419
788,"The year open data went worldwide","Tim Berners-Lee","inventor",NA,2010-02-10,2010-03-08,"TED2010","en","https://www.ted.com/talks/tim_berners_lee_the_year_open_data_went_worldwide/",1,33,90,333,33,1,680486,52837,"Science & Technology",364,23,569,4.84459447861
789,"Take Turns","Gary Lauder","venture capitalist",NA,2010-02-02,2010-03-09,"TED2010","en","https://www.ted.com/talks/gary_lauder_take_turns/",1,31,210,266,31,1,575346,47487,"Science & Technology",295,58,615,4.65527486801
790,"How I fell in love with a fish","Dan Barber","chef",NA,2010-02-10,2010-03-10,"TED2010","en","https://www.ted.com/talks/dan_barber_how_i_fell_in_love_with_a_fish/",1,31,317,1142,31,1,1974007,213731,"Science & Technology",1170,73,2684,4.89408779144
792,"The magic of the placebo","Eric Mead","magician",NA,2009-10-10,2010-03-12,"TEDMED 2009","en","https://www.ted.com/talks/eric_mead_the_magic_of_the_placebo/",1,33,164,545,33,1,1022426,162152,"Science & Technology",546,158,1068,4.48450231552
796,"Suspended animation is within our grasp","Mark Roth","biochemist","cell biologist",2010-02-02,2010-03-15,"TED2010","en","https://www.ted.com/talks/mark_roth_suspended_animation_is_within_our_grasp/",1,20,101,1093,20,1,708408,86148,"Science & Technology",1121,30,1354,4.91329479218
797,"Take health care off the mainframe","Eric Dishman","social scientist",NA,2009-11-11,2010-03-16,"TEDMED 2009","en","https://www.ted.com/talks/eric_dishman_take_health_care_off_the_mainframe/",1,19,82,1001,19,1,384626,31497,"Science & Technology",1002,38,327,4.58356142044
799,"Gaming can make a better world","Jane McGonigal","game designer",NA,2010-02-12,2010-03-17,"TED2010","en","https://www.ted.com/talks/jane_mcgonigal_gaming_can_make_a_better_world/",1,34,1309,1203,34,1,4573252,974812,"Science & Technology",1232,638,16172,4.84818553925
791,"Medical miracle on Everest","Ken Kamler","adventure physician",NA,2009-10-10,2010-03-18,"TEDMED 2009","en","https://www.ted.com/talks/ken_kamler_medical_miracle_on_everest/",1,26,104,1249,24,1,719238,69696,"Science & Technology",1250,61,425,4.49794244766
800,"We are the stories we tell ourselves","Shekhar Kapur","director and writer",NA,2009-11-11,2010-03-19,"TEDIndia 2009","en","https://www.ted.com/talks/shekhar_kapur_we_are_the_stories_we_tell_ourselves/",1,26,73,1274,26,1,733293,84180,"Entertainment",1302,104,584,4.39534902573
801,"Science can answer moral questions","Sam Harris","neuroscientist","philosopher",2010-02-11,2010-03-22,"TED2010","en","https://www.ted.com/talks/sam_harris_science_can_answer_moral_questions/",1,39,3356,1386,39,1,3433437,1338654,"Science & Technology",1415,1180,23065,4.80532073975
802,"The fight to end rare-animal trafficking in Brazil","Juliana Machado Ferreira","biologist",NA,2010-02-02,2010-03-23,"TED2010","en","https://www.ted.com/talks/juliana_machado_ferreira_the_fight_to_end_rare_animal_trafficking_in_brazil/",1,32,76,334,31,1,320717,18313,"Science & Technology",363,22,173,4.54871797562
803,"Let's simplify legal jargon!","Alan Siegel","executive","simplicity guru",2010-02-11,2010-03-24,"TED2010","en","https://www.ted.com/talks/alan_siegel_let_s_simplify_legal_jargon/",1,37,146,266,37,1,876649,39603,"Science & Technology",294,18,661,4.89396190643
804,"Why we need to go back to Mars","Joel Levine","planetary and atmospheric scientist",NA,2009-11-20,2010-03-25,"TEDxNASA","en","https://www.ted.com/talks/joel_levine_why_we_need_to_go_back_to_mars/",1,26,180,974,25,1,622046,67907,"Science & Technology",1002,39,900,4.83386564255
807,"How to combat modern slavery","Kevin Bales","anti-slavery activist",NA,2010-02-12,2010-03-29,"TED2010","en","https://www.ted.com/talks/kevin_bales_how_to_combat_modern_slavery/",1,28,270,1081,26,1,857400,111491,"Nonprofits & Activism",1233,36,1253,4.8882856369
809,"Teaching one child at a time","Shukla Bose","education activist",NA,2009-11-06,2010-03-30,"TEDIndia 2009","en","https://www.ted.com/talks/shukla_bose_teaching_one_child_at_a_time/",1,32,152,983,32,1,940686,44621,"Nonprofits & Activism",1014,33,367,4.67000007629
815,"What adults can learn from kids","Adora Svitak","child prodigy",NA,2010-02-13,2010-04-01,"TED2010","en","https://www.ted.com/talks/adora_svitak_what_adults_can_learn_from_kids/",1,58,795,492,58,1,4782854,608777,"People & Blogs",645,243,6216,4.84951210022
814,"How to start a movement","Derek Sivers","entrepreneur",NA,2010-02-11,2010-04-01,"TED2010","en","https://www.ted.com/talks/derek_sivers_how_to_start_a_movement/",1,66,422,189,65,1,6475731,893563,"Science & Technology",342,126,5327,4.90757369995
811,"And now, the real news","Kirk Citron","media expert",NA,2010-02-11,2010-04-01,"TED2010","en","https://www.ted.com/talks/kirk_citron_and_now_the_real_news/",1,42,137,201,41,1,684929,36759,"Science & Technology",324,171,417,3.83673477173
818,"Sex, drugs and HIV -- let's get rational","Elizabeth Pisani","author",NA,2010-02-12,2010-04-05,"TED2010","en","https://www.ted.com/talks/elizabeth_pisani_sex_drugs_and_hiv_let_s_get_rational/",1,32,266,1154,32,1,1222800,118292,"Nonprofits & Activism",1306,53,1259,4.83841466904
819,"The emotion behind invention","Dean Kamen","inventor",NA,2009-10-26,2010-04-06,"TEDMED 2009","en","https://www.ted.com/talks/dean_kamen_the_emotion_behind_invention/",1,22,140,1172,21,1,523422,58013,"Science & Technology",1173,25,863,4.8873872757
821,"Every pollen grain has a story","Jonathan Drori","educator",NA,2010-02-11,2010-04-08,"TED2010","en","https://www.ted.com/talks/jonathan_drori_every_pollen_grain_has_a_story/",1,28,59,432,28,1,403708,24819,"Science & Technology",584,19,350,4.79403781891
823,"Singing old poems to life","Natalie Merchant","singer/songwriter",NA,2010-02-12,2010-04-09,"TED2010","en","https://www.ted.com/talks/natalie_merchant_singing_old_poems_to_life/",1,22,192,1758,22,1,860139,155660,"Music",1759,66,1345,4.81289863586
824,"The danger of science denial","Michael Specter","writer",NA,2010-02-11,2010-04-12,"TED2010","en","https://www.ted.com/talks/michael_specter_the_danger_of_science_denial/",1,32,2272,1141,31,1,1838628,348100,"Science & Technology",1141,473,5580,4.68742752075
826,"Photos that changed the world","Jonathan Klein","executive",NA,2010-02-11,2010-04-13,"TED2010","en","https://www.ted.com/talks/jonathan_klein_photos_that_changed_the_world/",1,38,117,362,36,1,1209663,82475,"News & Politics",514,47,673,4.73888874054
831,"How art gives shape to cultural change","Thelma Golden","curator",NA,2009-02-10,2010-04-16,"TED2009","en","https://www.ted.com/talks/thelma_golden_how_art_gives_shape_to_cultural_change/",1,24,65,748,24,1,524790,29420,"Entertainment",901,162,170,3.04819273949
833,"Glowing life in an underwater world","Edith Widder","marine biologist",NA,2010-04-09,2010-04-19,"Mission Blue Voyage","en","https://www.ted.com/talks/edith_widder_glowing_life_in_an_underwater_world/",1,24,77,1039,22,1,579754,70155,"Science & Technology",1040,18,934,4.92436981201
835,"Homeopathy, quackery and fraud","James Randi","skeptic and conjuror",NA,2007-02-02,2010-04-19,"TED2007","en","https://www.ted.com/talks/james_randi_homeopathy_quackery_and_fraud/",1,38,1545,1039,36,1,2611707,1113441,"People & Blogs",1070,758,21763,4.86537027359
836,"Bio-lab on a microchip","Frederick Balagadde","inventor",NA,2010-02-11,2010-04-21,"TED2010","en","https://www.ted.com/talks/frederick_balagadde_bio_lab_on_a_microchip/",1,28,38,371,28,1,295059,15802,"Science & Technology",419,12,256,4.82089567184
837,"Build a tower, build a team","Tom Wujec","designer",NA,2010-02-14,2010-04-22,"TED2010","en","https://www.ted.com/talks/tom_wujec_build_a_tower_build_a_team/",1,34,181,411,34,1,3917039,867796,"Science & Technology",443,96,2951,4.87397432327
838,"Political change with pen and paper","Omar Ahmad","technologist","city councilman",2010-02-10,2010-04-23,"TED2010","en","https://www.ted.com/talks/omar_ahmad_political_change_with_pen_and_paper/",1,33,89,367,33,1,538014,32902,"Science & Technology",398,31,524,4.77657651901
842,"Radical women, embracing tradition","Kavita Ramdas","philanthropist",NA,2009-11-05,2010-04-26,"TEDIndia 2009","en","https://www.ted.com/talks/kavita_ramdas_radical_women_embracing_tradition/",1,23,150,1418,23,1,473956,47754,"Nonprofits & Activism",1151,93,416,4.26915502548
843,"Computing a theory of all knowledge","Stephen Wolfram","scientist","inventor",2010-02-12,2010-04-27,"TED2010","en","https://www.ted.com/talks/stephen_wolfram_computing_a_theory_of_all_knowledge/",1,24,278,1198,24,1,1542898,366900,"Science & Technology",1229,134,4373,4.88107395172
845,"Toward a science of simplicity","George Whitesides","chemist",NA,2010-02-13,2010-04-28,"TED2010","en","https://www.ted.com/talks/george_whitesides_toward_a_science_of_simplicity/",1,22,79,1115,22,1,619489,42025,"Science & Technology",1146,103,487,4.30169487
844,"Why I'm rowing across the Pacific","Roz Savage","ocean rower",NA,2010-04-08,2010-04-28,"Mission Blue Voyage","en","https://www.ted.com/talks/roz_savage_why_i_m_rowing_across_the_pacific/",1,26,84,1115,26,1,642744,36159,"Nonprofits & Activism",1041,38,465,4.69781303406
847,"Social experiments to fight poverty","Esther Duflo","development economist",NA,2010-02-12,2010-05-03,"TED2010","en","https://www.ted.com/talks/esther_duflo_social_experiments_to_fight_poverty/",1,28,206,1007,28,1,876307,117129,"Science & Technology",1037,38,869,4.83241462708
848,"How great leaders inspire action","Simon Sinek","leadership expert",NA,2009-09-17,2010-05-04,"TEDxPuget Sound","en","https://www.ted.com/talks/simon_sinek_how_great_leaders_inspire_action/",1,48,1930,1084,45,1,34309432,7234323,"Science & Technology",1115,1609,65386,4.90393304825
850,"How we wrecked the ocean","Jeremy Jackson","marine ecologist",NA,2010-04-09,2010-05-05,"Mission Blue Voyage","en","https://www.ted.com/talks/jeremy_jackson_how_we_wrecked_the_ocean/",1,25,292,1099,24,1,612260,57517,"Science & Technology",1099,37,783,4.81951236725
851,"India's hidden hotbeds of invention","Anil Gupta","innovation advocate",NA,2009-11-06,2010-05-06,"TEDIndia 2009","en","https://www.ted.com/talks/anil_gupta_india_s_hidden_hotbeds_of_invention/",1,26,120,1375,26,1,649531,155251,"Science & Technology",1405,47,1150,4.84294080734
849,"""Love Is a Loaded Pistol""","Thomas Dolby","electronic music pioneer","string quartet",2010-02-10,2010-05-07,"TED2010","en","https://www.ted.com/talks/thomas_dolby_love_is_a_loaded_pistol/",2,27,64,297,26,2,577356,73478,"Music",327,111,393,4.11904764175
852,"The hidden influence of social networks","Nicholas Christakis","physician","social scientist",2010-02-12,2010-05-10,"TED2010","en","https://www.ted.com/talks/nicholas_christakis_the_hidden_influence_of_social_networks/",1,31,314,1259,31,1,1324929,229827,"Science & Technology",1124,83,1779,4.82169723511
853,"Could this laser zap malaria?","Nathan Myhrvold","polymath",NA,2010-02-12,2010-05-11,"TED2010","en","https://www.ted.com/talks/nathan_myhrvold_could_this_laser_zap_malaria/",1,25,304,1018,24,1,851719,84607,"Science & Technology",942,10,845,4.95321655273
854,"Glimpses of a pristine ocean","Enric Sala","marine ecologist",NA,2010-04-10,2010-05-12,"Mission Blue Voyage","en","https://www.ted.com/talks/enric_sala_glimpses_of_a_pristine_ocean/",1,22,98,1195,20,1,316507,25643,"Science & Technology",1195,14,344,4.8435754776
855,"Math class needs a makeover","Dan Meyer","educator",NA,2010-03-06,2010-05-13,"TEDxNYED","en","https://www.ted.com/talks/dan_meyer_math_class_needs_a_makeover/",1,33,454,699,32,1,2465179,281435,"Science & Technology",948,47,3019,4.93868255615
859,"Can we eat to starve cancer?","William Li","cancer researcher",NA,2010-02-10,2010-05-17,"TED2010","en","https://www.ted.com/talks/william_li_can_we_eat_to_starve_cancer/",1,39,585,1202,38,1,4149065,550461,"Science & Technology",1451,104,4845,4.91594266891
860,"Why I'm a weekday vegetarian","Graham Hill","journalist",NA,2010-02-10,2010-05-18,"TED2010","en","https://www.ted.com/talks/graham_hill_why_i_m_a_weekday_vegetarian/",1,49,650,345,49,1,2108816,205495,"Nonprofits & Activism",493,169,1120,4.47556257248
861,"Pay attention to penguins","Dee Boersma","conservation biologist",NA,2010-04-10,2010-05-19,"Mission Blue Voyage","en","https://www.ted.com/talks/dee_boersma_pay_attention_to_penguins/",1,22,68,909,21,1,358820,18501,"Science & Technology",909,35,214,4.43775081635
862,"Planning for the end of oil","Richard Sears","geophysicist",NA,2010-04-10,2010-05-20,"TED2010","en","https://www.ted.com/talks/richard_sears_planning_for_the_end_of_oil/",1,31,212,588,31,1,603657,47420,"Science & Technology",443,201,570,3.95719838142
865,"Bring on the learning revolution!","Sir Ken Robinson","author","educator",2010-02-06,2010-05-24,"TED2010","en","https://www.ted.com/talks/sir_ken_robinson_bring_on_the_learning_revolution/",1,58,1234,1008,57,1,7266316,249085,"Education",1074,74,4373,4.93343830109
866,"Lessons from fashion's free culture","Johanna Blakley","media maven",NA,2010-04-13,2010-05-25,"TEDxUSC","en","https://www.ted.com/talks/johanna_blakley_lessons_from_fashion_s_free_culture/",1,30,304,936,30,1,1033272,186047,"People & Blogs",967,66,1837,4.86127185822
868,"Inside a school for suicide bombers","Sharmeen Obaid-Chinoy","director","journalist",2010-02-10,2010-05-26,"TED2010","en","https://www.ted.com/talks/sharmeen_obaid_chinoy_inside_a_school_for_suicide_bombers/",1,32,1502,489,32,1,1057238,174976,"News & Politics",489,125,1299,4.64887619019
869,"HIV and flu -- the vaccine strategy","Seth Berkley","vaccine visionary",NA,2010-02-05,2010-05-27,"TED2010","en","https://www.ted.com/talks/seth_berkley_hiv_and_flu_the_vaccine_strategy/",1,27,139,1265,25,1,541076,40281,"Science & Technology",1296,40,435,4.66315793991
871,"Re-examining the remix","Lawrence Lessig","legal activist",NA,2010-04-10,2010-05-31,"TEDxNYED","en","https://www.ted.com/talks/lawrence_lessig_re_examining_the_remix/",1,23,88,1125,23,1,389961,25600,"News & Politics",1375,115,376,4.06313657761
872,"Pointing to the future of UI","John Underkoffler","interface designer",NA,2010-02-11,2010-06-01,"TED2010","en","https://www.ted.com/talks/john_underkoffler_pointing_to_the_future_of_ui/",1,24,227,922,23,1,1514014,416918,"Science & Technology",953,109,2113,4.80378055573
873,"The ocean's glory -- and horror","Brian Skerry","photographer",NA,2010-04-16,2010-06-01,"Mission Blue Voyage","en","https://www.ted.com/talks/brian_skerry_the_ocean_s_glory_and_horror/",1,27,342,973,26,1,1426130,117177,"Science & Technology",1222,37,1177,4.87808895111
874,"The case for anonymity online","Christopher ""moot"" Poole","founder","4chan",2010-02-12,2010-06-02,"TED2010","en","https://www.ted.com/talks/christopher_moot_poole_the_case_for_anonymity_online/",1,28,477,790,28,1,1451649,401254,"Science & Technology",685,170,7033,4.90559482574
